"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 송파구 올림픽로 326","서울특별시 송파구 신천동 29-5","127.106547800","37.514591300","100008","WF132090","KOR","송파구 보건소1","서울특별시","송파구","","","","","","","신천동 29-5","보건시설","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 송파구 중대로4길 4","서울특별시 송파구 문정동 150-8","127.111496300","37.489818500","100008","WF132094","KOR","송파구 청소년수련관","서울특별시","송파구","","","","","","","중대로길 4","문화시설","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 송파구 백제고분로32길 35","서울특별시 송파구 삼전동 172","127.095025700","37.499246600","100008","WF132099","KOR","송파노인종합복지관","서울특별시","송파구","","","","","","","삼전동 172-2","복지시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 송파구 마천로61길 26","서울특별시 송파구 마천동 211-39","127.155246600","37.493985800","100008","WF132104","KOR","인성장애인복지관","서울특별시","송파구","","","","","","","마천동 211-39","복지시설","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 송파구 올림픽로12길 12","서울특별시 송파구 잠실동 188-8","127.082844700","37.510622000","100008","WF132105","KOR","잠실본동 거리_1","서울특별시","송파구","","","","","","","잠실본동 188-8","주요거리","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"","서울특별시 용산구 이촌동 302-17","126.969898600","37.516941700","100008","WF132106","KOR","잠실본동 거리_2","서울특별시","송파구","","","","","","","잠실본동 227-10","주요거리","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 양천구 남부순환로64길 20","서울특별시 양천구 신월동 149-20","126.830342000","37.527259000","100008","WF132108","KOR","서서울호수공원-1","서울특별시","양천구","","","","","","","서서울호수공원 커뮤니티센터옥상 테니스장방향_D","공원","SKT","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 양천구 신월로16길 7","서울특별시 양천구 신월동 629","126.842648000","37.517586000","100008","WF132113","KOR","신곡종합시장","서울특별시","양천구","","","","","","","신곡종합시장 CCTV전주 AP2_D","전통시장","SKT","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 양천구 남부순환로56길 15","서울특별시 양천구 신월동 196","126.828865000","37.532037000","100008","WF132115","KOR","경인어린이공원","서울특별시","양천구","","","","","","","경인어린이공원(신월3동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:34.0","2018-06-14 14:07:34.0"
"서울특별시 양천구 월정로27길 12","서울특별시 양천구 신월동 119","126.835608000","37.532177000","100008","WF132116","KOR","돌다리어린이공원","서울특별시","양천구","","","","","","","돌다리어린이공원(신월1동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:34.0","2018-06-14 14:07:34.0"
"서울특별시 양천구 목동중앙서로3길 22","서울특별시 양천구 목동 791-22","126.864827000","37.533461000","100008","WF132117","KOR","마장어린이공원","서울특별시","양천구","","","","","","","마장어린이공원(목4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:34.0","2018-06-14 14:07:34.0"
"서울특별시 양천구 목동중앙북로24길 1-31","서울특별시 양천구 목동 517-33","126.879518900","37.546393300","100008","WF132118","KOR","목동 도심소공원","서울특별시","양천구","","","","","","","목동근린공원(목2동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:34.0","2018-06-14 14:07:34.0"
"서울특별시 양천구 목동동로 10","서울특별시 양천구 신정동 325-2","126.858240000","37.511447000","100008","WF132119","KOR","목련어린이공원","서울특별시","양천구","","","","","","","목련어린이공원(신정7동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 오목로4길 28","서울특별시 양천구 신월동 639","126.842765000","37.520911000","100008","WF132120","KOR","문화어린이공원","서울특별시","양천구","","","","","","","문화어린이공원(신월4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 신목로6길 36-7","서울특별시 양천구 신정동 119-3","126.875936000","37.521509000","100008","WF132121","KOR","신세계어린이공원","서울특별시","양천구","","","","","","","신세계어린이공원(신정2동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 오목로9길 20-1","서울특별시 양천구 신월동 486","126.842759000","37.524087000","100008","WF132122","KOR","신장어린이공원(꽃동산)","서울특별시","양천구","","","","","","","신장어린이공원(신월2동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 중앙로52길 72-1","서울특별시 양천구 신정동 910-9","126.858325000","37.526386000","100008","WF132123","KOR","앞산어린이공원","서울특별시","양천구","","","","","","","앞산어린이공원(신정4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 목동로23길 14-1","서울특별시 양천구 신정동 1066","126.861796000","37.527444000","100008","WF132124","KOR","오구어린이공원","서울특별시","양천구","","","","","","","오구어린이공원(신정4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 오목로35길 19","서울특별시 양천구 신정동 920-3","126.854897000","37.526652000","100008","WF132125","KOR","진주어린이공원","서울특별시","양천구","","","","","","","진주어린이공원(신정4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 목동로29길 7","서울특별시 양천구 신정동 896-22","126.862468000","37.528544000","100008","WF132126","KOR","홍익어린이공원","서울특별시","양천구","","","","","","","홍익어린이공원(신정4동)_D","공원","서울시(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 양천구 목동중앙로3길 100","서울특별시 양천구 목동 741-4","126.867330700","37.539295000","100008","WF132127","KOR","목4동 구립청소년독서실","서울특별시","양천구","","","","","","","목동중앙로3길 100","문화시설","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 양천구 목동동로 87","서울특별시 양천구 신정동 322-10","126.864346600","37.516349000","100008","WF132131","KOR","양천구민체육센터","서울특별시","양천구","","","","","","","신정6동 322-10","문화시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 양천구 목동서로 117","서울특별시 양천구 목동 905-16","126.876238700","37.532936000","100008","WF132136","KOR","양천우체국","서울특별시","양천구","","","","","","","목5동 905-16","공공기관","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 영등포구 디지털로37나길 23","서울특별시 영등포구 대림동 1075-124","126.900089000","37.491677000","100008","WF132137","KOR","대림중앙시장(대림역)","서울특별시","영등포구","","","","","","","대림2동 1075번지 대림중앙시장 주차장CCTV","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 디지털로37길 20","서울특별시 영등포구 대림동 1068-10","126.898304000","37.490337000","100008","WF132138","KOR","대림중앙시장(대림역)","서울특별시","영등포구","","","","","","","도림천로11길 26-1 대림중앙시장 CCTV 한중약국","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 도신로60길 17","서울특별시 영등포구 신길동 114-5","126.917392000","37.510409000","100008","WF132139","KOR","대신시장","서울특별시","영등포구","","","","","","","신길1동 116-15 (대신시장 CCTV 뉴타운부동산앞)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 경인로 855","서울특별시 영등포구 영등포동3가 10-4","126.907651000","37.516983000","100008","WF132140","KOR","영등포역2","서울특별시","영등포구","","","","","","","(5번출구 길건너)경인로 855 LGT영등포 옥상(영등포역 YBM빌딩 옥상)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 영등포로 239","서울특별시 영등포구 영등포동2가 333","126.908145000","37.519781000","100008","WF132141","KOR","영등포전통시장","서울특별시","영등포구","","","","","","","영등포동5가 24 (영등포전통시장 #1 화장실위)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 영중로14길 21","서울특별시 영등포구 영등포동5가 12-5","126.907721000","37.519993000","100008","WF132142","KOR","영등포전통시장","서울특별시","영등포구","","","","","","","영등포동5가 24 (영등포전통시장 #2 영진닭집위)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:38.0","2018-06-14 14:10:38.0"
"서울특별시 영등포구 영등포로45길 11-1","서울특별시 영등포구 영등포동5가 34-34","126.908145000","37.520452000","100008","WF132143","KOR","영등포전통시장","서울특별시","영등포구","","","","","","","영등포동5가 24 (영등포전통시장 #3 해남떡집위)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 영등포로45길 18-1","서울특별시 영등포구 영등포동2가 33-90","126.908432000","37.520989000","100008","WF132144","KOR","영등포전통시장","서울특별시","영등포구","","","","","","","영등포로45길 18-1 (영등포전통시장 #4 늘푸른그룻 도매위)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 영등포로45길 24","서울특별시 영등포구 영등포동5가 162-1","126.908556000","37.521552000","100008","WF132145","KOR","영등포전통시장","서울특별시","영등포구","","","","","","","영등포로45길 24 (영등포전통시장 #5 한광계란집위)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 문래로 164","서울특별시 영등포구 문래동3가 55-12","126.899681000","37.518405000","100008","WF132146","KOR","영일시장","서울특별시","영등포구","","","","","","","문래로 159-1 (영일시장 씨랄라 건물 앞 CCTV 좌측) (횡단보도 바로뒤)","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 도림로47길 35-1","서울특별시 영등포구 대림동 690","126.899419000","37.498356000","100008","WF132148","KOR","원지어린이공원","서울특별시","영등포구","","","","","","","대림3동 741번지 원지어린이공원1 (공원 입구 CCTV)","공원","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 도림로53길 28","서울특별시 영등포구 대림동 690","126.899922000","37.498105000","100008","WF132149","KOR","원지어린이공원","서울특별시","영등포구","","","","","","","대림3동 741번지 원지어린이공원1 (공원밖 좌측 CCTV)","공원","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 영등포로35길 13","서울특별시 영등포구 영등포동6가 7-1","126.904207000","37.521134000","100008","WF132150","KOR","중앙어린이공원","서울특별시","영등포구","","","","","","","영등포동6가 8번지 중앙어린이공원(공원 입구 CCTV)","공원","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 영등포구 문래로 187","서울특별시 영등포구 영등포동4가 104-1","126.902887000","37.518431000","100008","WF132151","KOR","타임스퀘어앞 거리","서울특별시","영등포구","","","","","","","영등포4가 104-1(타임스퀘어건너편상가옥상)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"","서울특별시 영등포구 여의도동 84","126.928858000","37.530202000","100008","WF132153","KOR","여의도한강공원(순복음교회앞)","서울특별시","영등포구","","","","","","","순복음교회 앞 공원내 편의점여의도동 84-9","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 영등포구 여의동로 330","서울특별시 영등포구 여의도동 8","126.933568000","37.526425000","100008","WF132155","KOR","여의도한강공원(여의나루역 선착장)-3","서울특별시","영등포구","","","","","","","여의도공원 안내소옥상여의도동 85-1","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:35.0","2018-06-14 14:07:35.0"
"서울특별시 영등포구 국회대로 596","서울특별시 영등포구 당산동3가 3","126.900162700","37.526193200","100008","WF132157","KOR","자원봉사센터","서울특별시","영등포구","","","","","","","자원봉사센터","복지시설","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:47.0","2018-06-14 14:09:47.0"
"서울특별시 영등포구 신길로40길 5","서울특별시 영등포구 신길동 232-20","126.912012500","37.506975000","100008","WF132158","KOR","보육정보센터","서울특별시","영등포구","","","","","","","보육정보센터","복지시설","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:47.0","2018-06-14 14:09:47.0"
"서울특별시 영등포구 버드나루로 22","서울특별시 영등포구 영등포동2가 94-379","126.912887500","37.520800000","100008","WF132161","KOR","장애인복지관","서울특별시","영등포구","","","","","","","장애인복지관","복지시설","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:47.0","2018-06-14 14:09:47.0"
"서울특별시 영등포구 신풍로 1","서울특별시 영등포구 신길동 426-3","126.906304500","37.500466000","100008","WF132168","KOR","구민체육센터","서울특별시","영등포구","","","","","","","구민체육센터","공공기관","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:47.0","2018-06-14 14:09:47.0"
"서울특별시 영등포구 선유로43가길 10-8","서울특별시 영등포구 양평동3가 88-1","126.892943200","37.533361400","100008","WF132173","KOR","선유정보문화도서관","서울특별시","영등포구","","","","","","","선유정보문화도서관","문화시설","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:47.0","2018-06-14 14:09:47.0"
"서울특별시 영등포구 문래로 110","서울특별시 영등포구 문래동3가 73","126.894109000","37.518884000","100008","WF132180","KOR","문래청소년수련관","서울특별시","영등포구","","","","","","","문래청소년수련관","복지시설","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:48.0","2018-06-14 14:09:48.0"
"서울특별시 영등포구 당산로 123","서울특별시 영등포구 당산동3가 385","126.895788800","37.525673200","100008","WF132186","KOR","당산공원","서울특별시","영등포구","","","","","","","당산공원","공원","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:48.0","2018-06-14 14:09:48.0"
"서울특별시 영등포구 당산로2길 12","서울특별시 영등포구 문래동3가 55-7","126.895410000","37.515035000","100008","WF132188","KOR","지역경제센터","서울특별시","영등포구","","","","","","","지역경제센터","공공기관","영등포구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:48.0","2018-06-14 14:09:48.0"
"서울특별시 영등포구 국회대로68길 7","서울특별시 영등포구 여의도동 14-26","126.919478200","37.529447400","100008","WF132195","KOR","여의도광장우체국","서울특별시","영등포구","","","","","","","여의도동 14-26","공공기관","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 영등포구 디지털로 441","서울특별시 영등포구 대림동 899-2","126.905824600","37.495549100","100008","WF132198","KOR","영등포구 보건소민원실","서울특별시","영등포구","","","","","","","대림1동 899-2","보건시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 영등포구 버드나루로 22","서울특별시 영등포구 영등포동2가 94-379","126.912904700","37.520823200","100008","WF132200","KOR","영등포구 장애인복지관","서울특별시","영등포구","","","","","","","영등포동 2가 94-379","복지시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:05.0","2018-06-14 14:09:05.0"
"서울특별시 영등포구 도신로65길 5","서울특별시 영등포구 신길동 110-51","126.917013000","37.513000000","100008","WF132205","KOR","영등포구 청소년문화의집","서울특별시","영등포구","","","","","","","영등포로64길 15","문화시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:06.0","2018-06-14 14:09:06.0"
"서울특별시 영등포구 국제금융로6길 26","서울특별시 영등포구 여의도동 35","126.926959100","37.521941100","100008","WF132208","KOR","한국노총","서울특별시","영등포구","","","","","","","여의도동  35","공공기관","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:06.0","2018-06-14 14:09:06.0"
"","서울특별시 영등포구 여의도동 84-6","126.932175300","37.531157800","100008","WF132209","KOR","해넘이전망대","서울특별시","영등포구","","","","","","","여의도동 84-9","주요거리","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:06.0","2018-06-14 14:09:06.0"
"서울특별시 용산구 효창원로 270","서울특별시 용산구 서계동 260-1","126.963632000","37.551381000","100008","WF132210","KOR","만리시장","서울특별시","용산구","","","","","","","효창원로 270(만리재래시장 안 돔 좌측 벽면(서계동260-1))","전통시장","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 한강대로 391","서울특별시 용산구 동자동 43-56","126.972368000","37.553389000","100008","WF132212","KOR","서울역2","서울특별시","용산구","","","","","","","(14번출구)한강대로 397(동자기지국옥상 서울역)(커피브라운 건물 옥상)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 이태원로27가길 5","서울특별시 용산구 이태원동 123-3","126.995065000","37.535021000","100008","WF132213","KOR","이태원거리#10-1","서울특별시","용산구","","","","","","","이태원동 123 -1 한남1 G6","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 이태원로 176","서울특별시 용산구 이태원동 128-3","126.993448000","37.534304000","100008","WF132214","KOR","이태원거리#10-2","서울특별시","용산구","","","","","","","이태원로 176 한남1 G5(더페이스？ 건물 옥상)(녹사평역 향)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 우사단로 36","서울특별시 용산구 이태원동 137-8","126.995731000","37.533474000","100008","WF132215","KOR","이태원거리#11-1","서울특별시","용산구","","","","","","","이태원동 137 -8 한남1G3G4","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 보광로 105","서울특별시 용산구 이태원동 99-14","126.994446000","37.532141000","100008","WF132216","KOR","이태원거리#11-2","서울특별시","용산구","","","","","","","이태원동 99 -14 한남1 G1G2","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 이태원로27길 6","서울특별시 용산구 이태원동 111-6","126.995365000","37.535152000","100008","WF132217","KOR","이태원거리#12-1","서울특별시","용산구","","","","","","","(2번출구)이태원로27길 34-30 삼성어린이집앞1(이태원동111-6)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 이태원로 143-1","서울특별시 용산구 이태원동 57-34","126.989776000","37.534368000","100008","WF132219","KOR","이태원거리#13-1","서울특별시","용산구","","","","","","","이태원로 145 외환은행 앞 주정차 CCTV 좌측 (이태원역방향)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 이태원로 188-1","서울특별시 용산구 이태원동 119-23","126.994931000","37.534467000","100008","WF132221","KOR","이태원거리#14","서울특별시","용산구","","","","","","","이태원로 188-1 누들박스 앞 주정차 CCTV (2)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
"서울특별시 용산구 우사단로 36","서울특별시 용산구 이태원동 137-8","126.995779600","37.533510500","100008","WF132224","KOR","이태원거리#9","서울특별시","용산구","","","","","","","우사단로 36 한남1G3G4 (우사단로 36 정은빌딩옥상)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:39.0","2018-06-14 14:10:39.0"
